字,漢音
矀,ビ
揮,クヰ
煇,クヰ
輝,クヰ
暉,クヰ
徽,クヰ
翬,クヰ
褘,クヰ
鰴,クヰ
楎,クヰ
幑,クヰ
瀈,クヰ
㫎,クヰ
𤟤,クヰ
幃,ヰ
韋,ヰ
闈,ヰ
圍,ヰ
䙟,ヰ
𩎯,ヰ
違,ヰ
湋,ヰ
囗,ヰ
鍏,ヰ
潿,ヰ
婔,ヰ
𧝕,ヰ
𠆎,ヰ
𢾁,ヰ
霏,ヒ
䬠,ヒ
妃,ヒ
菲,ヒ
䩁,ヒ
婓,ヒ
騑,ヒ
裶,ヒ
𥇖,ヒ
猆,ヒ
飛,ヒ
扉,ヒ
緋,ヒ
𩙲,ヒ
非,ヒ
馡,ヒ
𩹉,ヒ
騛,ヒ
騑,ヒ
誹,ヒ
餥,ヒ
肥,ヒ
腓,ヒ
䈈,ヒ
淝,ヒ
𤷂,ヒ
痱,ヒ
蜰,ヒ
𩇯,ヒ
蟦,ヒ
賁,ヒ
裴,ヒ
威,ヰ
葳,ヰ
隇,ヰ
㟪,ヰ
蝛,ヰ
鰄,ヰ
媁,ヰ
楲,ヰ
祈,キ
頎,キ
旂,キ
𩴆,キ
畿,キ
㙨,キ
崎,キ
碕,キ
圻,キ
刏,キ
𧰙,キ
𦠄,キ
俟,キ
幾,キ
蚚,キ
玂,キ
蟣,キ
岓,キ
𪙧,キ
機,キ
譏,キ
蘄,キ
嘰,キ
𦺬,キ
磯,キ
鞿,キ
饑,キ
禨,キ
幾,キ
䟇,キ
鐖,キ
僟,キ
璣,キ
刏,キ
𧗇,キ
希,キ
晞,キ
莃,キ
鵗,キ
睎,キ
稀,キ
豨,キ
𧻶,キ
桸,キ
悕,キ
俙,キ
欷,キ
依,イ
郼,イ
衣,イ
繶,イ
㛄,イ
㐆,イ
䧇,イ
㥋,イ
沂,ギ
溰,ギ
巍,グヰ
犩,グヰ
歸,クヰ
㱕,クヰ
騩,クヰ
魚,ギョ
𩺰,ギョ
漁,ギョ
𩼪,ギョ
䰻,ギョ
,ギョ
齬,ギョ
鋙,ギョ
䁩,ギョ
衙,ギョ
初,ショ
𠿝,ショ
書,ショ
鵨,ショ
瑹,ショ
舒,ショ
𦺗,ショ
紓,ショ
𨛭,ショ
居,キョ
𡨢,キョ
据,キョ
裾,キョ
琚,キョ
䝻,キョ
鶋,キョ
車,キョ
蜛,キョ
崌,キョ
椐,キョ
涺,キョ
𦱅,キョ
腒,キョ
渠,キョ
𨎶,キョ
𦄽,キョ
璩,キョ
磲,キョ
蕖,キョ
籧,キョ
𥴧,キョ
淭,キョ
醵,キョ
腒,キョ
𪆫,キョ
螶,キョ
蟝,キョ
䝣,キョ
豦,キョ
蘧,キョ
鐻,キョ
璖,キョ
𨞙,キョ
㯫,キョ
䟊,キョ
𦼫,キョ
䆽,キョ
𧝔,キョ
懅,キョ
余,ヨ
蜍,ヨ
藇,ヨ
㶛,ヨ
餘,ヨ
輿,ヨ
旟,ヨ
鵌,ヨ
璵,ヨ
艅,ヨ
畬,ヨ
𤰩,ヨ
𤄕,ヨ
歟,ヨ
與,ヨ
譽,ヨ
嬩,ヨ
舁,ヨ
擧,ヨ
妤,ヨ
伃,ヨ
㦛,ヨ
𪋮,ヨ
予,ヨ
㺞,ヨ
𩦡,ヨ
𧾚,ヨ
狳,ヨ
鸒,ヨ
雓,ヨ
胥,ショ
䱬,ショ
䈝,ショ
稰,ショ
楈,ショ
藇,ショ
諝,ショ
㥠,ショ
湑,ショ
蝑,ショ
揟,ショ
疽,ショ
岨,ショ
砠,ショ
䢸,ショ
趄,ショ
苴,ショ
沮,ショ
狙,ショ
䏣,ショ
蛆,ショ
雎,ショ
蒩,ショ
𣻐,ショ
伹,ショ
坥,ショ
𡳆,ショ
鉏,ショ
鋤,ショ
耡,ショ
豠,ショ
𧱑,ショ
𪆷,ショ
攄,チョ
㯉,チョ
筡,チョ
摴,チョ
䟽,ショ
梳,ショ
綀,ショ
蔬,ショ
踈,ショ
𥿇,ショ
釃,ショ
𦌿,ショ
𤕟,ショ
㽰,ショ
疋,ショ
虚,キョ
驉,キョ
歔,キョ
噓,キョ
魖,キョ
𥛳,キョ
徐,ショ
䣄,ショ
䍱,ショ
俆,ショ
於,ヨ
扵,ヨ
箊,ヨ
淤,ヨ
唹,ヨ
豬,チョ
䐗,チョ
猪,チョ
瀦,チョ
櫫,チョ
藸,チョ
臚,リョ
閭,リョ
䰕,リョ
廬,リョ
蘆,リョ
櫚,リョ
驢,リョ
藘,リョ
䕡,リョ
爈,リョ
𤁵,リョ
㠠,リョ
櫖,リョ
璷,リョ
䮉,リョ
𥶆,リョ
𢣻,リョ
諸,ショ
櫧,ショ
㶆,ショ
藷,ショ
𧄔,ショ
䃴,ショ
蠩,ショ
除,チョ
躇,チョ
儲,チョ
涂,チョ
篨,チョ
𦿀,チョ
宁,チョ
㾻,チョ
著,チョ
滁,チョ
蒢,チョ
屠,チョ
藸,チョ
如,ジョ
蒘,ジョ
𨚴,ジョ
洳,ジョ
鴽,ジョ
𨾵,ジョ
𡫽,ジョ
茹,ジョ
且,ショ
蛆,ショ
苴,ショ
沮,ショ
虚,キョ
墟,キョ
𥬔,キョ
袪,キョ
阹,キョ
椐,キョ
胠,キョ
魼,キョ
㠊,キョ
𢴮,キョ
㭕,キョ
䒧,キョ
菹,ショ
𧄗,ショ
䶥,ショ
沮,ショ
蜍,ショ
𧄔,ショ
袽,ヂョ
帤,ヂョ
𣭠,ヂョ
蒘,ヂョ
𣖹,ヂョ
挐,ヂョ
虞,グ
𩦢,グ
愚,グ
娛,グ
湡,グ
堣,グ
𪃍,グ
嵎,グ
髃,グ
禺,グ
隅,グ
䴁,グ
鰅,グ
鍝,グ
澞,グ
𧍪,グ
㷒,グ
齵,グ
鸆,グ
𨜖,グ
芻,ス
犓,ス
無,ブ
毋,ブ
瞴,ブ
膴,ブ
蕪,ブ
誣,ブ
巫,ブ
莁,ブ
璑,ブ
𨼊,ブ
䉑,ブ
鷡,ブ
𦌬,ブ
蝥,ブ
𢜮,ブ
无,ブ
𢃀,ブ
譕,ブ
墲,ブ
鵐,ブ
憮,ブ
䍢,ブ
于,ウ
迂,ウ
盂,ウ
邘,ウ
雩,ウ
𦏴,ウ
竽,ウ
玗,ウ
芋,ウ
汙,ウ
䣿,ウ
杅,ウ
釪,ウ
𧘘,ウ
骬,ウ
𠌶,ウ
謣,ウ
䩒,ウ
䢓,ウ
𦱃,ウ
訏,ク
吁,ク
雩,ク
欨,ク
㽳,ク
盱,ク
𧙆,ク
𥈈,ク
姁,ク
𦀒,ク
扜,ク
𠌶,ク
荂,ク
𢖳,ク
䣿,ク
旴,ク
䩒,ク
㰭,ク
虖,ク
𥈸,ク
衢,ク
劬,ク
軥,ク
氍,ク
眗,ク
䧁,ク
臞,ク
癯,ク
鴝,ク
鸜,ク
灈,ク
躣,ク
忂,ク
𩢳,ク
鼩,ク
蘧,ク
斪,ク
句,ク
蠷,ク
瞿,ク
欋,ク
葋,ク
翵,ク
翑,ク
蚼,ク
𪓞,ク
𧾱,ク
䞤,ク
𠣪,ク
絇,ク
𡱺,ク
𥃔,ク
𥗫,ク
戵,ク
鑺,ク
姁,ク
儒,ジュ
獳,ジュ
濡,ジュ
襦,ジュ
懦,ジュ
嚅,ジュ
鱬,ジュ
𪋯,ジュ
嬬,ジュ
繻,ジュ
顬,ジュ
䞕,ジュ
臑,ジュ
醹,ジュ
㼱,ジュ
䰰,ジュ
須,シュ
鬚,シュ
嬃,シュ
𩓣,シュ
𥪥,シュ
繻,シュ
𢄼,シュ
𪋯,シュ
需,シュ
娶,シュ
緰,シュ
蕦,シュ
鑐,シュ
隃,シュ
株,チュ
誅,チュ
邾,チュ
鼄,チュ
蛛,チュ
跦,チュ
袾,チュ
列,チュ
㦵,チュ
鴸,チュ
𪏿,チュ
貙,チュ
𤠾,チュ
殊,シュ
銖,シュ
洙,シュ
茱,シュ
㼡,シュ
殳,シュ
𢎦,シュ
㸡,シュ
𦤂,シュ
陎,シュ
几,シュ
杸,シュ
逾,ユ
踰,ユ
窬,ユ
臾,ユ
楰,ユ
腴,ユ
諛,ユ
隃,ユ
鄃,ユ
覦,ユ
𨵦,ユ
俞,ユ
歈,ユ
愉,ユ
𢋅,ユ
揄,ユ
褕,ユ
瑜,ユ
崳,ユ
㥚,ユ
羭,ユ
蝓,ユ
榆,ユ
萸,ユ
堬,ユ
牏,ユ
渝,ユ
媮,ユ
𤜹,ユ
㳛,ユ
𤧙,ユ
瘉,ユ
螸,ユ
蕍,ユ
𦺮,ユ
䩱,ユ
䜽,ユ
萮,ユ
𧃠,ユ
舀,ユ
㼶,ユ
騟,ユ
𢔢,ユ
𥯮,ユ
𥔢,ユ
區,ク
鰸,ク
驅,ク
敺,ク
嶇,ク
軀,ク
摳,ク
䧢,ク
朱,シュ
珠,シュ
侏,シュ
絑,シュ
秼,シュ
咮,シュ
鴸,シュ
鮢,シュ
𤝹,シュ
硃,シュ
趨,シュ
趍,シュ
鯫,シュ
慺,ル
蔞,ル
氀,ル
瞜,ル
䱾,ル
㟺,ル
䝏,ル
㺏,ル
摟,ル
鷜,ル
鏤,ル
䣚,ル
婁,ル
瘻,ル
𤗬,ル
膢,ル
扶,フ
𢺻,フ
芙,フ
符,フ
颫,フ
鳧,フ
榑,フ
苻,フ
蚨,フ
夫,フ
𦽏,フ
𣿆,フ
枹,フ
瓿,フ
𧥱,フ
枎,フ
坿,フ
泭,フ
𣻜,フ
𤱽,フ
𣘧,フ
𣻥,フ
𢞦,フ
𦑹,フ
𦔾,フ
玸,フ
敷,フ
麩,フ
麱,フ
孚,フ
𣞒,フ
郛,フ
鄜,フ
鋪,フ
筟,フ
俘,フ
痡,フ
殍,フ
怤,フ
䎔,フ
𧀮,フ
孵,フ
豧,フ
尃,フ
䱐,フ
罦,フ
稃,フ
𥹃,フ
莩,フ
泭,フ
郙,フ
㕊,フ
桴,フ
䒀,フ
㩤,フ
姇,フ
荂,フ
紨,フ
䓵,フ
㲗,フ
䓏,フ
秿,フ
諏,シュ
㖩,シュ
𡸨,シュ
娵,シュ
陬,シュ
嗺,シュ
掫,シュ
跗,フ
趺,フ
膚,フ
肤,フ
邞,フ
鈇,フ
衭,フ
㠸,フ
玞,フ
𩿧,フ
𧀴,フ
簠,フ
夫,フ
鳺,フ
柎,フ
扶,フ
𩬙,フ
𩵩,フ
䄮,フ
䃿,フ
妋,フ
紆,ウ
䩒,ウ
陓,ウ
扜,ウ
䩽,ウ
䙔,ウ
蓲,ウ
迂,ウ
䣿,ウ
㝼,ウ
虶,ウ
䨕,ウ
輸,シュ
鄃,シュ
隃,シュ
樞,シュ
姝,シュ
𩪍,シュ
袾,シュ
䇬,シュ
廚,チュ
蹰,チュ
趎,チュ
幮,チュ
裯,チュ
拘,ク
駒,ク
䀠,ク
眗,ク
岣,ク
㪺,ク
𨞜,ク
捄,ク
跔,ク
鮈,ク
俱,ク
痀,ク
𥇛,ク
𥗫,ク
毹,ス
㡏,ス
橾,ス
螋,ス
模,ボ
橅,ボ
摸,ボ
嫫,ボ
㡔,ボ
𨡭,ボ
謨,ボ
𠻚,ボ
墲,ボ
无,ボ
䉑,ボ
膜,ボ
酺,ホ
匍,ホ
蜅,ホ
荹,ホ
樸,ホ
菩,ホ
䔕,ホ
蒲,ホ
蒱,ホ
䈻,ホ
胡,コ
𩑶,コ
𠴱,コ
壺,コ
狐,コ
瓳,コ
餬,コ
瑚,コ
湖,コ
鶘,コ
猢,コ
醐,コ
𪏻,コ
䊀,コ
𪍒,コ
糊,コ
弧,コ
乎,コ
𠀒,コ
𪕱,コ
瓠,コ
葫,コ
㾰,コ
魱,コ
箶,コ
䉉,コ
𥶜,コ
𧛞,コ
㯛,コ
虖,コ
孤,コ
苽,コ
菰,コ
胍,コ
𡗷,コ
姑,コ
辜,コ
呱,コ
泒,コ
酤,コ
觚,コ
蛄,コ
箛,コ
鴣,コ
橭,コ
𠷞,コ
沽,コ
柧,コ
𨬕,コ
䉉,コ
𧇡,コ
盬,コ
嫴,コ
罛,コ
軱,コ
箍,コ
䐻,コ
㼋,コ
徒,ト
𨑒,ト
屠,ト
瘏,ト
塗,ト
途,ト
酴,ト
駼,ト
𤙛,ト
鵌,ト
涂,ト
梌,ト
㭸,ト
荼,ト
圖,ト
啚,ト
𤺈,ト
䣝,ト
菟,ト
捈,ト
䣄,ト
䅷,ト
嵞,ト
峹,ト
𣘻,ト
鍍,ト
䤅,ト
蒤,ト
䖘,ト
鷵,ト
筡,ト
奴,ド
㚢,ド
砮,ド
駑,ド
帑,ド
孥,ド
笯,ド
呼,コ
嘑,コ
虖,コ
𧦝,コ
歑,コ
戲,コ
謼,コ
膴,コ
幠,コ
葫,コ
恗,コ
軤,コ
虍,コ
苸,コ
雐,コ
䰧,コ
滹,コ
吾,ゴ
鼯,ゴ
𪁙,ゴ
𧋋,ゴ
吳,ゴ
浯,ゴ
䓊,ゴ
㹳,ゴ
㻍,ゴ
珸,ゴ
蜈,ゴ
郚,ゴ
齬,ゴ
鯃,ゴ
娪,ゴ
鋘,ゴ
梧,ゴ
峿,ゴ
麌,ゴ
𦨳,ゴ
祦,ゴ
租,ソ
蒩,ソ
盧,ロ
鑪,ロ
壚,ロ
籚,ロ
蘆,ロ
顱,ロ
髗,ロ
鱸,ロ
攎,ロ
櫨,ロ
轤,ロ
黸,ロ
獹,ロ
鸕,ロ
艫,ロ
纑,ロ
瀘,ロ
瓐,ロ
爐,ロ
玈,ロ
𢐸,ロ
㢚,ロ
𤮧,ロ
嚧,ロ
矑,ロ
㿖,ロ
㭔,ロ
䰕,ロ
𧇄,ロ
𧆨,ロ
罏,ロ
蠦,ロ
㪭,ロ
𦿊,ロ
蘇,ソ
穌,ソ
㢝,ソ
酥,ソ
徂,ソ
䢐,ソ
殂,ソ
𣨐,ソ
烏,ヲ
嗚,ヲ
洿,ヲ
汚,ヲ
杇,ヲ
圬,ヲ
釫,ヲ
鰞,ヲ
歍,ヲ
鎢,ヲ
㢪,ヲ
於,ヲ
瑦,ヲ
鄔,ヲ
盓,ヲ
螐,ヲ
惡,ヲ
扝,ヲ
𦶀,ヲ
㮧,ヲ
鴮,ヲ
逋,ホ
餔,ホ
𥂈,ホ
晡,ホ
庯,ホ
陠,ホ
鵏,ホ
𧻷,ホ
峬,ホ
誧,ホ
秿,ホ
鯆,ホ
抪,ホ
枯,コ
刳,コ
扝,コ
郀,コ
軲,コ
㱠,コ
跍,コ
挎,コ
㢪,コ
橭,コ
鮬,コ
麤,ソ
麁,ソ
𧆓,ソ
𥼡,ソ
觕,ソ
𤿚,ソ
㻌,ト
稌,ト
悇,ト
嶀,ト
㻯,ト
𡸂,ト
庩,ト
䞮,ト
梌,ト
㻬,ト
捈,ト
䩣,ト
都,ト
𥳉,ト
闍,ト
𦘴,ト
𧷿,ト
醏,ト
䩲,ト
𥠵,ホ
鋪,ホ
鯆,ホ
𩹲,ホ
𨁏,ホ
痡,ホ
誧,ホ
豧,ホ
陠,ホ
墲,ホ
䮒,ホ
𢼹,ホ
齊,セイ
臍,セイ
麡,セイ
蠐,セイ
𪗍,セイ
懠,セイ
䶒,セイ
癠,セイ
𨥳,セイ
黎,レイ
犁,レイ
𤛿,レイ
莉,レイ
黧,レイ
藜,レイ
鯬,レイ
𦃇,レイ
盠,レイ
邌,レイ
𨛫,レイ
廲,レイ
蔾,レイ
筣,レイ
驪,レイ
瓈,レイ
𥌛,レイ
𩧋,レイ
㦒,レイ
謧,レイ
𨿯,レイ
妻,セイ
萋,セイ
淒,セイ
凄,セイ
悽,セイ
鶈,セイ
郪,セイ
緀,セイ
齌,セイ
霋,セイ
低,テイ
氐,テイ
袛,テイ
磾,テイ
鞮,テイ
腣,テイ
羝,テイ
眡,テイ
隄,テイ
堤,テイ
岻,テイ
䧑,テイ
奃,テイ
趆,テイ
𡰖,テイ
鍉,テイ
柢,テイ
䐎,テイ
䚣,テイ
𥿄,テイ
揥,テイ
㓳,テイ
䬫,テイ
嗁,テイ
啼,テイ
㖒,テイ
蹏,テイ
蹄,テイ
𥶛,テイ
提,テイ
詆,テイ
瑅,テイ
隄,テイ
桋,テイ
題,テイ
媞,テイ
𧡨,テイ
綈,テイ
罤,テイ
𣹲,テイ
𣖅,テイ
締,テイ
蕛,テイ
稊,テイ
𦯔,テイ
䬾,テイ
醍,テイ
褆,テイ
鵜,テイ
荑,テイ
禔,テイ
䱱,テイ
崹,テイ
緹,テイ
鷤,テイ
鼶,テイ
騠,テイ
折,テイ
䨑,テイ
銕,テイ
䱱,テイ
䖙,テイ
𥉘,テイ
䬫,テイ
䚣,テイ
𢔭,テイ
謕,テイ
𡰄,テイ
厗,テイ
𪂿,テイ
鶙,テイ
𡰖,テイ
蝭,テイ
𨪉,テイ
鴺,テイ
㡗,テイ
銻,テイ
鮷,テイ
趧,テイ
𧋘,テイ
鮧,テイ
鯷,テイ
䐎,テイ
豍,ヘイ
㡙,ヘイ
螕,ヘイ
㯅,ヘイ
𦱔,ヘイ
蓖,ヘイ
𦀘,ヘイ
篦,ヘイ
梐,ヘイ
𥏠,ヘイ
𨻼,ヘイ
狴,ヘイ
箄,ヘイ
鎞,ヘイ
悂,ヘイ
䚜,ヘイ
雞,ケイ
鷄,ケイ
稽,ケイ
枅,ケイ
笄,ケイ
㮷,ケイ
䗗,ケイ
卟,ケイ
𥝌,ケイ
𨪴,ケイ
奚,ケイ
豯,ケイ
徯,ケイ
㜎,ケイ
蹊,ケイ
螇,ケイ
榽,ケイ
騱,ケイ
胿,ケイ
𡗞,ケイ
郋,ケイ
𪓷,ケイ
傒,ケイ
嵇,ケイ
兮,ケイ
鼷,ケイ
蒵,ケイ
貕,ケイ
鷖,エイ
翳,エイ
𧫦,エイ
嫛,エイ
黳,エイ
𦎣,エイ
㙠,エイ
䃜,エイ
黟,エイ
繄,エイ
䚷,エイ
𣕁,エイ
倪,ゲイ
蜺,ゲイ
霓,ゲイ
郳,ゲイ
齯,ゲイ
婗,ゲイ
輗,ゲイ
棿,ゲイ
猊,ゲイ
麑,ゲイ
貎,ゲイ
鯢,ゲイ
兒,ゲイ
䘽,ゲイ
𠆵,ゲイ
觬,ゲイ
𣕁,ゲイ
㪒,ゲイ
醯,ケイ
䒊,ケイ
𦫬,ケイ
㡗,ケイ
橀,ケイ
忚,ケイ
西,セイ
卤,セイ
𠧧,セイ
棲,セイ
栖,セイ
㽄,セイ
犀,セイ
嘶,セイ
撕,セイ
㾷,セイ
𤺊,セイ
㯕,セイ
屖,セイ
𧬊,セイ
粞,セイ
𠞂,セイ
梯,テイ
睇,テイ
鷈,テイ
𠥸,テイ
䖙,テイ
㔸,テイ
𨁃,テイ
謕,テイ
𩤽,テイ
鼙,ヘイ
鞞,ヘイ
椑,ヘイ
膍,ヘイ
崥,ヘイ
㼰,ヘイ
笓,ヘイ
磇,ヘイ
𨻼,ヘイ
𠜱,ヘイ
𪄆,ヘイ
錍,ヘイ
批,ヘイ
鈚,ヘイ
齎,セイ
賷,セイ
𩐒,セイ
齏,セイ
𧅱,セイ
𨥳,セイ
櫅,セイ
䂑,セイ
擠,セイ
齌,セイ
躋,セイ
隮,セイ
麡,セイ
𢥎,セイ
啙,セイ
迷,ベイ
𡝠,ベイ
䤍,ベイ
麛,ベイ
𧠠,ベイ
𪓬,ベイ
泥,デイ
埿,デイ
屔,デイ
臡,デイ
谿,ケイ
嵠,ケイ
溪,ケイ
磎,ケイ
鸂,ケイ
檕,ケイ
螇,ケイ
𤳤,ケイ
圭,クヱイ
珪,クヱイ
邽,クヱイ
閨,クヱイ
袿,クヱイ
窐,クヱイ
鮭,クヱイ
𪊧,クヱイ
洼,クヱイ
𨾴,クヱイ
𡌲,クヱイ
胿,クヱイ
𦓯,クヱイ
㰪,クヱイ
茥,クヱイ
睽,クヱイ
奎,クヱイ
湀,クヱイ
刲,クヱイ
𠝥,クヱイ
茥,クヱイ
䯓,クヱイ
聧,クヱイ
鮭,クヱイ
䖯,クヱイ
蝰,クヱイ
㨒,クヱイ
楏,クヱイ
藈,クヱイ
𡐠,クヱイ
攜,ケイ
携,ケイ
蠵,ケイ
鑴,ケイ
窐,ケイ
𩰳,ケイ
畦,ケイ
驨,ケイ
雟,ケイ
酅,ケイ
𢥘,ケイ
𦋅,ケイ
𣫴,ケイ
𡸔,ケイ
纗,ケイ
讗,ケイ
㔒,ケイ
䙵,ケイ
黊,ケイ
𡰢,ケイ
眭,ケイ
觿,ケイ
䀘,ケイ
烓,ヱイ
𧟼,ヱイ
𤮰,ヱイ
睳,クヱイ
佳,カイ
街,カイ
㥟,カイ
鮭,カイ
膎,カイ
鞵,カイ
鞋,カイ
㨙,カイ
䙎,カイ
榽,カイ
牌,ハイ
䱝,ハイ
𥱼,ハイ
郫,ハイ
蠯,ハイ
棑,ハイ
犤,ハイ
媧,クヮイ
緺,クヮイ
𧬭,クヮイ
腡,クヮイ
蝸,クヮイ
騧,クヮイ
歄,クヮイ
咼,クヮイ
喎,クヮイ
絓,クヮイ
䓙,クヮイ
𦹬,クヮイ
䦱,クヮイ
柴,サイ
祡,サイ
𪗶,サイ
茈,サイ
㧘,サイ
㾹,サイ
𨌅,サイ
査,サイ
釵,サイ
靫,サイ
𩑐,サイ
叉,サイ
芆,サイ
䐤,サイ
㼮,サイ
差,サイ
𠞊,サイ
䍲,ダイ
掜,ダイ
誽,ダイ
崖,ガイ
涯,ガイ
啀,ガイ
𪘲,ガイ
猚,ガイ
厓,ガイ
𩂢,ガイ
娃,アイ
洼,アイ
哇,アイ
㰪,アイ
𠴺,アイ
崽,サイ
籭,サイ
諰,サイ
㗨,カイ
㰨,カイ
䁲,バイ
𩍃,バイ
鼃,クヮ
皆,カイ
偕,カイ
䕸,カイ
稭,カイ
喈,カイ
階,カイ
𦝨,カイ
薢,カイ
荄,カイ
痎,カイ
堦,カイ
楷,カイ
鶛,カイ
湝,カイ
街,カイ
𤭧,カイ
𩘅,カイ
蝔,カイ
鍇,カイ
𢰇,アイ
諧,カイ
𩤠,カイ
骸,カイ
瑎,カイ
湝,カイ
龤,カイ
蝔,カイ
鞋,カイ
䓳,カイ
排,ハイ
俳,ハイ
輫,ハイ
牌,ハイ
猈,ハイ
𩑢,ハイ
乖,クヮイ
𦮃,クヮイ
𠦬,クヮイ
㾩,クヮイ
懷,クヮイ
褱,クヮイ
櫰,クヮイ
槐,クヮイ
㜳,クヮイ
𪊉,クヮイ
㠢,クヮイ
𤜄,クヮイ
淮,クヮイ
褢,クヮイ
𧞷,クヮイ
瀤,クヮイ
匯,クヮイ
㨤,クヮイ
㔞,クヮイ
豺,サイ
儕,サイ
麡,サイ
𡺵,サイ
差,サイ
䞗,サイ
虺,クヮイ
埋,バイ
薶,バイ
霾,バイ
㦟,バイ
齋,サイ
崴,ワイ
碨,ワイ
䴜,ワイ
溾,ワイ
揩,カイ
𦂄,カイ
𢔡,カイ
𥻄,カイ
摨,ゲイ
崽,サイ
𥳧,サイ
𩂢,ガイ
娾,ガイ
灰,クヮイ
䖶,クヮイ
鼽,クヮイ
豗,クヮイ
㾯,クヮイ
虺,クヮイ
恢,クヮイ
詼,クヮイ
悝,クヮイ
魁,クヮイ
𥲖,クヮイ
㷇,クヮイ
顝,クヮイ
盔,クヮイ
隈,ワイ
煨,ワイ
䋿,ワイ
渨,ワイ
椳,ワイ
偎,ワイ
𩗯,ワイ
揋,ワイ
𧤖,ワイ
葨,ワイ
鰃,ワイ
回,クヮイ
洄,クヮイ
迴,クヮイ
槐,クヮイ
徊,クヮイ
瑰,クヮイ
蚘,クヮイ
蛕,クヮイ
佪,クヮイ
烠,クヮイ
𤜡,クヮイ
𩢱,クヮイ
茴,クヮイ
枚,バイ
梅,バイ
媒,バイ
玫,バイ
煤,バイ
脢,バイ
脄,バイ
腜,バイ
禖,バイ
䍙,バイ
莓,バイ
塺,バイ
鋂,バイ
䊈,バイ
䤂,バイ
傀,クヮイ
𤪿,クヮイ
𠐤,クヮイ
瑰,クヮイ
瓌,クヮイ
鞼,クヮイ
櫰,クヮイ
膭,クヮイ
䐩,クヮイ
䕇,クヮイ
雷,ライ
𩂩,ライ
儡,ライ
㔣,ライ
瓃,ライ
櫑,ライ
罍,ライ
鑘,ライ
𦌵,ライ
鐳,ライ
𤮚,ライ
畾,ライ
轠,ライ
穨,タイ
頽,タイ
㿉,タイ
隤,タイ
墤,タイ
㢈,タイ
魋,タイ
尵,タイ
蘈,タイ
𧮓,タイ
𧝋,タイ
蹪,タイ
𤗴,タイ
崔,サイ
催,サイ
縗,サイ
𨻵,サイ
𢕘,サイ
𧽠,サイ
磓,タイ
塠,タイ
頧,タイ
䭔,タイ
堆,タイ
鴭,タイ
𠩰,タイ
鎚,タイ
搥,タイ
䜃,タイ
嵟,タイ
𩈜,タイ
𠂤,タイ
敦,タイ
𡏩,タイ
𤗯,サイ
挼,サイ
䪎,サイ
毸,サイ
嗺,サイ
蓑,サイ
摧,サイ
崔,サイ
慛,サイ
槯,サイ
檇,サイ
裴,ハイ
徘,ハイ
培,ハイ
陪,ハイ
𨛬,ハイ
䣙,ハイ
婄,ハイ
棓,ハイ
毰,ハイ
𤗏,ハイ
𩑢,ハイ
輫,ハイ
桮,ハイ
杯,ハイ
盃,ハイ
肧,ハイ
坯,ハイ
㾦,ハイ
醅,ハイ
衃,ハイ
𩵣,ハイ
𤬃,ハイ
抔,ハイ
鮠,グヮイ
桅,グヮイ
嵬,グヮイ
磑,グヮイ
峞,グヮイ
𨌴,タイ
𨋱,タイ
㷟,タイ
蓷,タイ
推,タイ
藬,タイ
㞜,タイ
𢅼,ダイ
捼,ダイ
𨡌,ダイ
嗺,サイ
脧,サイ
䘒,サイ
𡱥,サイ
咍,カイ
㾂,カイ
𨸜,カイ
開,カイ
㱾,カイ
侅,カイ
奒,カイ
㚊,カイ
哀,アイ
埃,アイ
唉,アイ
㶼,アイ
欸,アイ
毐,アイ
臺,タイ
擡,タイ
菭,タイ
苔,タイ
炱,タイ
嬯,タイ
薹,タイ
䈚,タイ
儓,タイ
檯,タイ
駘,タイ
𪒴,タイ
籉,タイ
跆,タイ
𩿡,タイ
該,カイ
豥,カイ
垓,カイ
荄,カイ
郂,カイ
㱯,カイ
剴,カイ
陔,カイ
姟,カイ
絯,カイ
晐,カイ
峐,カイ
祴,カイ
侅,カイ
賅,カイ
㨟,カイ
胲,カイ
䬵,カイ
䶣,カイ
䐩,カイ
裁,サイ
纔,サイ
財,サイ
才,サイ
材,サイ
䴭,サイ
溨,サイ
鼒,サイ
𦬁,サイ
來,ライ
萊,ライ
郲,ライ
騋,ライ
崍,ライ
斄,ライ
𤦃,ライ
𧳟,ライ
猍,ライ
淶,ライ
鯠,ライ
鶆,ライ
䅘,ライ
𣮉,ライ
䋱,ライ
庲,ライ
㾢,ライ
棶,ライ
犛,ライ
逨,ライ
𪎂,ライ
麳,ライ
𤲓,ライ
𪑚,ライ
徠,ライ
烖,サイ
灾,サイ
災,サイ
𤆎,サイ
栽,サイ
哉,サイ
𡿧,サイ
𦸜,サイ
𢦔,サイ
𦳦,サイ
渽,サイ
睵,サイ
猜,サイ
偲,サイ
睵,サイ
䞗,サイ
𤗏,ハイ
㯁,ハイ
胎,タイ
孡,タイ
鮐,タイ
台,タイ
邰,タイ
𧉟,タイ
𩬠,タイ
孩,カイ
咳,カイ
頦,カイ
㨟,カイ
𧻲,カイ
䠽,カイ
䱺,カイ
豥,カイ
鰓,サイ
揌,サイ
粞,サイ
䚡,サイ
顋,サイ
愢,サイ
𪃄,サイ
毢,サイ
皚,ガイ
嵦,ガイ
敳,ガイ
㱯,ガイ
隑,ガイ
剴,ガイ
獃,ガイ
能,ダイ
㾍,ダイ
